Date,Nifty close,Change,Nifty (n-1) close,20DMA,Nifty - 20DMA,Nifty - 20DMA squared,20DMA crossing,10D MA change,Range,ATR,OI change,COI change,PCR TW,RSI,FII net,DII net,FII + DII net,PE,10D MA FII net,10D MA DII net,Range between Max Ois,PCR TW change,PE change,Up streak,Down streak,Up,Down,Up 2.17%,Down 2.07%,Up 1.11% to 2.17%,Down 1.01% to 2.07%,Up upto 1.11%,Down upto 1.01%,Classification
06-12-2023,20901.15,-36.55,20855.1,19884.0619,1053.638095,1110153.236,0,115.43,108.25,163.6173,17303,19498,1.06,93.86,-79.88,1372.18,1292.3,22.41,2038.421,1043.679,200,-0.205925382,0.12,7,0,1,0,0,0,0,0,1,0,Down to 1SD
07-12-2023,20969.4,68.25,20937.7,19955.22619,945.9238095,894771.8534,0,108.93,90.45,158.391,0,0,0.98,90.99,-3564.03,-9.66,-3573.69,22.34,1712.674,970.589,100,-0.085584936,-0.07,0,1,0,1,0,0,0,0,0,1,Up to 1SD
08-12-2023,20997.1,27.7,20901.15,20027.8881,941.5119048,886444.6668,0,116.74,143.4,157.3202,-1756,509,0.98,93.56,3632.3,-434.02,3198.28,22.38,2050.351,881.448,100,0,0.04,1,0,1,0,0,0,0,0,1,0,Up to 1SD
11-12-2023,20906.4,-90.7,20969.4,20104.16429,892.9357143,797334.1898,0,120.24,102.4,153.3974,-581,918,0.93,96.19,1261.13,-1032.92,228.21,22.44,1913.943,764.71,100,-0.049342609,0.06,2,0,1,0,0,0,0,0,1,0,Down to 1SD
12-12-2023,20926.35,19.95,20997.1,20174.69048,731.7095238,535398.8272,0,101.67,170.75,154.6368,-6090,-4465,0.7,89.77,76.86,1923.32,2000.18,22.34,1843.247,824.544,100,-0.22402746,-0.1,0,1,0,1,0,0,0,0,0,1,Up to 1SD
13-12-2023,21182.7,256.35,20906.4,20241.39524,684.9547619,469163.0259,0,82.975,179,156.4842,-8574,-7531,0.79,89.71,4710.86,-958.39,3752.47,22.36,2307.142,492.624,500,0.084420056,0.02,1,0,1,0,0,0,0,0,1,0,Down to 1SD
14-12-2023,21456.65,273.95,20926.35,20324.2119,858.4880952,737001.8097,0,104.955,129.65,165.6318,40233,46101,1.26,91.84,3570.07,553.17,4123.24,22.63,1849.364,625.973,400,0.472548224,0.27,2,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
15-12-2023,21418.65,-38,21182.7,20409.03095,1047.619048,1097505.669,0,118.875,255,175.9152,807,9958,1.46,93.36,9239.42,-3077.43,6161.99,22.92,2614.345,173.422,200,0.2,0.29,3,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
18-12-2023,21453.1,34.45,21456.65,20487.76667,930.8833333,866543.7803,0,73.185,117.45,171.7391,-22285,-18998,0.95,91.11,-33.51,413.88,380.37,22.88,2403.673,-264.905,200,-0.51,-0.04,0,1,0,1,0,0,0,0,0,1,Up to 1SD
19-12-2023,21150.15,-302.95,21418.65,20569.73333,883.3666667,780336.6678,0,59.8,165.65,171.422,27035,37215,0.99,90.20,-601.52,294.35,-307.17,22.92,1821.17,-95.552,100,0.04,0.04,1,0,1,0,0,0,0,0,1,0,Down to 1SD
20-12-2023,21255.05,104.9,21453.1,20639.07381,511.0761905,261198.8725,0,21.245,500.4,195.2955,-23000,-19513,0.48,76.03,-1322.08,4754.34,3432.26,22.6,1696.95,242.664,500,-0.52,-0.32,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
21-12-2023,21349.4,94.35,21150.15,20709.15238,545.897619,298004.2105,0,35.39,294.4,203.5994,-19391,-11866,1.03,75.66,-1636.19,1464.7,-171.49,22.71,1889.734,390.1,500,0.55,0.11,1,0,1,0,0,0,0,0,1,0,Up to 1SD
22-12-2023,21441.35,91.95,21255.05,20782.36905,567.0309524,321524.101,0,38,140.95,200.3458,-20459,1390,1.12,70.72,-2828.94,2166.72,-662.22,22.81,1243.61,650.174,500,0.09,0.1,2,0,1,0,0,0,0,0,1,0,Up to 1SD
26-12-2023,21654.75,213.4,21349.4,20860.43333,580.9166667,337464.1736,0,44.425,146.85,196.5854,-12171,48553,1.19,69.25,-95.2,167.04,71.84,22.91,1107.977,770.17,200,0.07,0.1,3,0,1,0,0,0,0,0,1,0,Up to 1SD
27-12-2023,21778.7,123.95,21441.35,20949.00714,705.7428571,498072.9804,0,74.835,85.05,199.2865,-64021,4991,1.27,71.68,2926.05,-192.01,2734.04,23.27,1392.896,558.637,500,0.08,0.36,4,0,1,0,0,0,0,0,1,0,Up to 1SD
28-12-2023,21731.4,-47.3,21654.75,21038.95952,739.7404762,547215.9721,0,85.235,123.45,195.5303,133109,-4948,1.1,75.20,4358.99,136.64,4495.63,23.14,1357.709,668.14,0,-0.17,-0.13,5,0,1,0,0,0,0,0,1,0,Down to 1SD
29-12-2023,21741.9,10.5,21778.7,21116.80714,614.5928571,377724.3801,0,54.87,93.4,188.8353,-5169,-72882,0.92,72.15,1459.12,554.39,2013.51,23.17,1146.614,668.262,500,-0.18,0.03,0,1,0,1,0,0,0,0,0,1,Up to 1SD
01-01-2024,21665.8,-76.1,21731.4,21193.41429,548.4857143,300836.5788,0,28.525,153.5,183.3113,0,0,0.99,71.87,-855.8,410.46,-445.34,23.18,137.092,1017.051,300,0.07,0.01,1,0,1,0,0,0,0,0,1,0,Down to 1SD
02-01-2024,21517.35,-148.45,21741.9,21259.98095,405.8190476,164689.0994,0,24.715,194.95,187.2855,-15711,-14463,0.76,72.49,1602.16,-1959.04,-356.88,23.1,300.659,779.759,300,-0.23,-0.08,0,1,0,1,0,0,0,0,0,1,Down to 1SD
03-01-2024,21658.6,141.25,21665.8,21299.53095,217.8190476,47445.13751,0,6.425,175.5,186.5352,30,1194,0.62,66.27,-666.34,-862.98,-1529.32,22.94,294.177,664.026,500,-0.14,-0.16,0,2,0,1,0,0,0,0,0,1,Up to 1SD
04-01-2024,21710.8,52.2,21517.35,21337.79286,320.8071429,102917.2229,0,50.845,109.35,185.225,-4250,-3371,1.01,63.98,1513.41,-1387.36,126.05,23.09,577.726,49.856,500,0.4,0.15,1,0,1,0,0,0,0,0,1,0,Up to 1SD
05-01-2024,21513,-197.8,21658.6,21374.60714,336.1928571,113025.6372,0,45.575,119.45,180.5937,4725,5773,0.88,58.59,1696.86,-3497.62,-1800.76,23.15,911.031,-446.376,200,-0.13,0.06,2,0,1,0,0,0,0,0,1,0,Down to 1SD
08-01-2024,21544.85,31.85,21710.8,21403.74286,109.2571429,11937.12327,0,16.36,269.8,187.0549,-2019,-1007,0.6,52.88,16.03,155.96,171.99,22.94,1195.528,-647.452,700,-0.28,-0.21,0,1,0,1,0,0,0,0,0,1,Up to 1SD
09-01-2024,21618.7,73.85,21513,21431.14524,113.7047619,12928.77288,0,10.35,205.3,188.7974,-937,-167,0.65,52.80,-990.9,104.23,-886.67,22.97,1105.958,-653.733,200,0.05,0.03,1,0,1,0,0,0,0,0,1,0,Up to 1SD
10-01-2024,21647.2,28.5,21544.85,21460.74524,157.9547619,24949.70681,0,-3.605,192.55,189.1118,-4504,-4041,0.91,66.64,-1721.35,2080.01,358.66,23.05,641.218,-426.531,300,0.26,0.08,2,0,1,0,0,0,0,0,1,0,Up to 1SD
11-01-2024,21894.55,247.35,21618.7,21496.02143,151.1785714,22854.96046,0,-13.15,128.75,185.086,4585,6325,0.85,64.73,-865,1607.08,742.08,23.08,118.819,-279.487,200,-0.06,0.03,3,0,1,0,0,0,0,0,1,0,Down to 1SD
12-01-2024,22097.45,202.9,21647.2,21542.12619,352.4238095,124202.5415,0,16.315,211.85,191.9406,4251,10993,1.4,68.36,-340.05,2911.19,2571.14,23.34,-61.098,-43.807,600,0.55,0.26,4,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
15-01-2024,22032.3,-65.15,21894.55,21585.68571,511.7642857,261902.6841,0,35.555,149.45,194.0162,9091,14627,1.51,70.56,1085.72,-820.99,264.73,23.59,133.054,-166.952,500,0.1,0.25,5,0,1,0,0,0,0,0,1,0,Down to 1SD
16-01-2024,21571.95,-460.35,22097.45,21613.09762,419.202381,175730.6362,0,36.65,154.35,191.1829,-3503,780,1.12,63.04,656.57,-369.29,287.28,23.52,38.495,-7.977,500,-0.39,-0.07,0,1,0,1,0,0,0,0,0,1,Down to 1SD
17-01-2024,21462.25,-109.7,22032.3,21620.39762,-48.44761905,2347.171791,0,5.46,283,211.9449,-20876,-18234,0.55,44.20,-10578.13,4006.44,-6571.69,23.03,-952.684,478.965,300,-0.57,-0.49,0,2,0,1,0,1,0,0,0,0,Down 2SD
18-01-2024,21622.4,160.15,21571.95,21620.83333,-158.5833333,25148.67361,0,-19.635,188.85,217.2631,-1519,26100,0.84,42.71,-9902.26,5977.12,-3925.14,22.64,-2094.251,1215.413,200,0.3,-0.39,0,3,0,1,0,0,0,0,0,1,Up to 1SD
19-01-2024,21571.8,-50.6,21462.25,21643.32143,-20.92142857,437.7061735,0,-8.84,95.6,216.6265,1645,3004,0.84,47.01,-3689.68,2638.46,-1051.22,22.79,-2632.905,1829.021,500,0,0.15,1,0,1,0,0,0,0,0,1,0,Down to 1SD
20-01-2024,21238.8,-333,21622.4,21658.40476,-86.6047619,7500.384785,0,5.88,178.5,213.9031,3312,7469,0.75,47.61,-545.58,-719.31,-1264.89,22.73,-2689.066,1741.494,200,-0.09,-0.06,0,1,0,1,0,0,0,0,0,1,Down to 1SD
23-01-2024,21453.95,215.15,21571.8,21653.1381,-414.3380952,171676.0572,0,-30.605,557.25,238.4565,-68990,-16659,0.63,43.54,-3115.39,214.4,-2900.99,22.31,-2901.515,1752.511,700,-0.12,-0.42,0,2,0,1,0,0,0,1,0,0,Down 1SD to 2SD
24-01-2024,21352.6,-101.35,21238.8,21653.7381,-199.7880952,39915.283,0,-16.475,345.15,246.0774,-52055,7609,0.82,45.41,-6934.93,6012.67,-922.26,22.39,-3422.873,2145.777,700,0.18,0.08,1,0,1,0,0,0,0,0,1,0,Down to 1SD
25-01-2024,21737.6,385,21453.95,21639.35,-286.75,82225.5625,0,-29.46,211.95,243.6498,138721,15937,0.79,42.14,-2144.06,3474.89,1330.83,22.27,-3550.779,2332.558,500,-0.03,-0.12,0,1,0,1,0,0,0,0,0,1,Down to 1SD
29-01-2024,21522.1,-215.5,21352.6,21637.39286,100.2071429,10041.47148,1,-15.695,333.65,255.5691,3382,-51155,1.11,54.56,110.01,3221.34,3331.35,22.58,-3505.773,2363.573,200,0.32,0.31,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
30-01-2024,21725.7,203.6,21737.6,21627.42619,-105.3261905,11093.6064,0,-57.535,311.25,259.5463,-22725,-22633,1.02,49.57,-1970.52,1002.7,-967.82,22.31,-3811.397,2545.942,500,-0.09,-0.27,0,1,0,1,0,0,0,0,0,1,Up to 1SD
31-01-2024,21697.45,-28.25,21522.1,21626.65476,99.0452381,9809.959189,1,-30.66,292.5,261.9001,-155,339,0.79,51.93,1660.72,2542.93,4203.65,22.46,-3710.982,2837.164,500,-0.23,0.15,1,0,1,0,0,0,0,0,1,0,Down to 1SD
01-02-2024,21853.8,156.35,21725.7,21628.1619,69.28809524,4800.840142,0,12.55,174.2,255.6358,1906,4445,0.78,50.90,-1879.58,872.49,-1007.09,22.38,-2841.127,2523.769,300,-0.01,-0.08,0,1,0,1,0,0,0,0,0,1,Up to 1SD
02-02-2024,21771.7,-82.1,21697.45,21644.18333,209.6166667,43939.14694,0,39.155,321.25,268.044,9303,12721,0.85,49.24,70.69,2463.16,2533.85,22.51,-1843.832,2172.373,600,0.08,0.13,1,0,1,0,0,0,0,0,1,0,Down to 1SD
05-02-2024,21929.4,157.7,21853.8,21649.56905,122.1309524,14915.96953,0,14.93,235.9,265.8516,-282,1600,0.72,43.65,518.88,-1188.68,-669.8,22.39,-1422.976,1789.659,300,-0.14,-0.12,0,1,0,1,0,0,0,0,0,1,Up to 1SD
06-02-2024,21930.5,1.1,21771.7,21659.97857,269.4214286,72587.90617,0,35.76,213.85,262.1372,5089,7328,0.99,48.06,92.52,1096.26,1188.78,22.66,-1359.166,1971.216,500,0.28,0.27,1,0,1,0,0,0,0,0,1,0,Up to 1SD
07-02-2024,21717.95,-212.55,21929.4,21679.85952,250.6404762,62820.6483,0,69.17,193.15,257.2095,1310,1791,0.86,58.15,-1691.02,327.73,-1363.29,22.66,-1216.729,1982.549,100,-0.13,0,2,0,1,0,0,0,0,0,1,0,Down to 1SD
08-02-2024,21782.5,64.55,21930.5,21688.10238,29.84761905,890.8803628,0,26.4,345.75,263.5338,3581,189,0.72,55.55,-4933.78,5512.32,578.54,22.45,-1016.614,1932.514,500,-0.14,-0.21,0,1,0,1,0,0,0,0,0,1,Up to 1SD
09-02-2024,21616.05,-166.45,21717.95,21695.90238,86.59761905,7499.147625,0,42.99,171.8,257.2095,-12139,-10556,0.78,53.63,141.95,-421.87,-279.92,22.51,-788.013,1542.838,500,0.06,0.06,1,0,1,0,0,0,0,0,1,0,Down to 1SD
12-02-2024,21743.25,127.2,21782.5,21694.41905,-78.36904762,6141.707625,0,-12.155,256.95,257.1616,3332,2869,0.65,50.95,126.6,1711.75,1838.35,22.38,-786.354,1391.879,500,-0.13,-0.13,0,1,0,1,0,0,0,0,0,1,Up to 1SD
13-02-2024,21840.05,96.8,21616.05,21687.21429,56.03571429,3140.001276,1,22.115,222.05,254.7536,2882,3799,0.82,61.92,376.32,273.94,650.26,22.5,-551.67,1319.003,500,0.17,0.12,1,0,1,0,0,0,0,0,1,0,Up to 1SD
14-02-2024,21910.75,70.7,21743.25,21674.95714,165.0928571,27255.65148,0,11.435,340.65,260.8891,-3546,-2200,1.2,59.66,-3929.6,2897.98,-1031.62,22.59,-1110.702,1354.508,400,0.39,0.09,2,0,1,0,0,0,0,0,1,0,Up to 1SD
15-02-2024,22040.7,129.95,21840.05,21669.16905,241.5809524,58361.35655,0,21.33,155.45,253.6148,-7353,-3606,1.04,64.18,-3064.15,2276.93,-787.22,22.62,-1229.159,1494.952,50,-0.17,0.03,3,0,1,0,0,0,0,0,1,0,Up to 1SD
16-02-2024,22122.25,81.55,21910.75,21691.49048,349.2095238,121947.2915,0,18.69,97.95,246.7781,3253,6636,1.11,58.85,253.28,1571,1824.28,22.76,-1210.9,1405.736,100,0.07,0.14,4,0,1,0,0,0,0,0,1,0,Up to 1SD
19-02-2024,22196.95,74.7,22040.7,21722.91905,399.3309524,159465.2095,0,35.055,150.35,240.9796,2910,6100,1.19,69.01,-754.59,452.7,-301.89,22.84,-1338.247,1569.874,600,0.08,0.08,5,0,1,0,0,0,0,0,1,0,Up to 1SD
20-02-2024,22055.05,-141.9,22122.25,21750.27857,446.6714286,199515.3651,0,26.755,168.3,235.8918,-7942,-5751,1.16,66.25,-1335.51,1491.33,155.82,22.92,-1481.05,1609.381,600,-0.03,0.08,6,0,1,0,0,0,0,0,1,0,Down to 1SD
21-02-2024,22217,161.95,22196.95,21773.29048,281.7595238,79388.42926,0,12.455,250.25,237.0031,-3185,2799,0.72,61.44,284.66,-411.57,-126.91,22.77,-1283.482,1535.451,500,-0.44,-0.15,0,1,0,1,0,0,0,0,0,1,Up to 1SD
22-02-2024,22212.7,-4.3,22055.05,21819.87143,397.1285714,157711.1022,0,49.905,352.7,247.0247,-1329,16875,1.05,61.57,-1410.05,1823.68,413.63,22.94,-931.109,1166.587,0,0.33,0.17,1,0,1,0,0,0,0,0,1,0,Down to 1SD
23-02-2024,22122.05,-90.65,22217,21856.00238,356.697619,127233.1914,0,43.02,90.7,237.3335,-17827,-2905,0.88,64.78,1276.09,176.68,1452.77,22.93,-817.695,1226.442,300,-0.17,-0.01,0,1,0,1,0,0,0,0,0,1,Down to 1SD
26-02-2024,22198.35,76.3,22212.7,21892.64286,229.4071429,52627.63719,0,50.6,127,230.2061,-22094,11360,0.84,56.76,-285.15,-5.33,-290.48,22.84,-858.87,1054.734,500,-0.04,-0.09,0,2,0,1,0,0,0,0,0,1,Up to 1SD
27-02-2024,21951.15,-247.2,22122.05,21914.58333,283.7666667,80523.52111,0,45.51,130.95,223.2343,-46430,7697,0.9,58.93,-1509.16,2861.56,1352.4,22.92,-1047.418,1313.496,500,0.05,0.08,1,0,1,0,0,0,0,0,1,0,Down to 1SD
28-02-2024,21982.3,31.15,22198.35,21935.01429,16.13571429,260.3612755,0,11.11,305.55,229.6675,-32812,14881,0.53,57.60,-1879.23,1827.45,-51.78,22.66,-842.381,1206.443,700,-0.37,-0.26,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
29-02-2024,22338.75,356.45,21951.15,21947.23333,35.06666667,1229.671111,0,7.155,198.2,227.5413,158069,35421,0.87,56.66,3568.11,-230.21,3337.9,22.7,-179.155,955.729,0,0.33,0.04,1,0,1,0,0,0,0,0,1,0,Down to 1SD
01-03-2024,22378.4,39.65,21982.3,21977.77143,360.9785714,130305.529,0,29.805,291.35,237.7526,-4041,-70564,1.23,71.37,128.94,3814.53,3943.47,23.06,-191.589,1180.082,800,0.36,0.36,2,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
02-03-2024,22405.6,27.2,22338.75,22002.75238,375.647619,141111.1337,0,25.615,53.3,226.5417,-790,-386,1.28,69.81,-81.87,-44.71,-126.58,23.1,-124.317,1130.341,800,0.06,0.04,3,0,1,0,0,0,0,0,1,0,Up to 1SD
04-03-2024,22356.3,-49.3,22378.4,22032.9381,372.6619048,138876.8953,0,20.865,82.6,216.2602,-2614,2731,1.28,68.44,-564.06,3542.87,2978.81,23.13,-47.172,1335.495,600,0.00,0.03,4,0,1,0,0,0,0,0,1,0,Down to 1SD
05-03-2024,22474.05,117.75,22405.6,22053.26667,303.0333333,91829.20111,0,30.125,147.75,215.1404,-10142,12276,1.28,64.73,574.28,1834.61,2408.89,23.08,-18.21,1560.113,800,0.00,-0.05,0,1,0,1,0,0,0,0,0,1,Up to 1SD
06-03-2024,22493.55,19.5,22356.3,22079.15,394.9,155946.01,0,25.705,267.35,215.7583,22704,23061,1.34,64.44,2766.75,2149.88,4916.63,23.2,399.47,1592.733,800,0.06,0.12,1,0,1,0,0,0,0,0,1,0,Up to 1SD
07-03-2024,22332.65,-160.9,22474.05,22116.08333,377.4666667,142481.0844,0,28.085,95.65,207.1791,-14710,-12526,1.11,62.91,7304.11,2601.81,9905.92,23.22,1002.272,1835.246,100,-0.23,0.02,2,0,1,0,0,0,0,0,1,0,Down to 1SD
11-03-2024,22335.7,3.05,22493.55,22142.28095,190.3690476,36240.37429,0,21.06,206.5,208.0484,-10934,-6696,0.70,54.45,4212.76,3238.39,7451.15,23.06,1452.063,2159.618,100,-0.41,-0.16,0,1,0,1,0,0,0,0,0,1,Up to 1SD
12-03-2024,21997.7,-338,22332.65,22176.55,159.15,25328.7225,0,13.735,196.55,207.2271,8953,9954,0.75,60.13,73.12,2358.18,2431.3,23.06,1610.291,2109.28,500,0.05,0,1,0,1,0,0,0,0,0,1,0,Down to 1SD
13-03-2024,22146.65,148.95,22335.7,22188.66667,-190.9666667,36468.26778,0,4.655,532.6,231.0752,-6537,-2982,0.50,42.98,-4595.06,9093.72,4498.66,22.71,1338.708,2835.907,800,-0.25,-0.35,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
14-03-2024,22023.35,-123.3,21997.7,22203.26667,-56.61666667,3205.446944,0,16.435,283.2,235.077,14638,13946,0.89,48.06,-1356.29,139.47,-1216.82,22.86,846.268,2872.875,600,0.39,0.15,1,0,1,0,0,0,0,0,1,0,Down to 1SD
15-03-2024,22055.7,32.35,22146.65,22208.62857,-185.2785714,34328.14903,0,-31.54,189.2,233.6393,-7096,-1159,0.80,47.16,848.56,-682.26,166.3,22.74,918.23,2423.196,500,-0.10,-0.12,0,1,0,1,0,0,0,0,0,1,Up to 1SD
18-03-2024,21817.45,-238.25,22023.35,22209.34286,-153.6428571,23606.12755,0,-32.27,205.25,231.7472,2674,10128,0.78,45.79,-2051.09,2260.88,209.79,22.77,721.308,2653.755,500,-0.02,0.03,1,0,1,0,0,0,0,0,1,0,Down to 1SD
19-03-2024,21839.1,21.65,22055.7,22194.82857,-377.3785714,142414.5862,0,-58.815,182.3,233.951,-15024,-7501,0.53,46.03,1421.48,7449.48,8870.96,22.52,919.862,3044.416,600,-0.24,-0.25,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
20-03-2024,22011.95,172.85,21817.45,22177.7881,-338.6880952,114709.6259,0,-51.72,220.7,233.0445,-4370,1288,0.62,45.73,-2599.19,2667.52,68.33,22.55,602.515,3127.707,500,0.09,0.03,1,0,1,0,0,0,0,0,1,0,Up to 1SD
21-03-2024,22096.75,84.8,21839.1,22175.73571,-163.7857143,26825.7602,0,-46.21,138.85,233.6363,-5133,957,1.11,39.05,-1826.97,3208.87,1381.9,22.73,143.143,3233.606,0,0.49,0.18,2,0,1,0,0,0,0,0,1,0,Up to 1SD
22-03-2024,22004.7,-92.05,22011.95,22170.00952,-73.25952381,5366.957829,0,-39.68,294.85,238.109,-28610,-15440,1.24,40.84,-3309.76,3764.87,455.11,22.81,-918.244,3349.912,500,0.12,0.08,3,0,1,0,0,0,0,0,1,0,Down to 1SD
26-03-2024,22123.65,118.95,22096.75,22160.10476,-155.4047619,24150.64002,0,-32.795,93.95,231.8344,-44197,-6168,1.05,37.49,10.13,5024.4,5034.53,22.72,-1338.507,3528.513,500,-0.18,-0.09,0,1,0,1,0,0,0,0,0,1,Up to 1SD
27-03-2024,22326.9,203.25,22004.7,22160.18095,-36.53095238,1334.510482,0,-21.205,137.75,228.7676,-36180,12521,1.13,43.04,2170.32,1197.61,3367.93,22.84,-1128.787,3412.456,500,0.07,0.12,1,0,1,0,0,0,0,0,1,0,Up to 1SD
28-03-2024,22462,135.1,22123.65,22166.30238,160.597619,25791.59524,1,32.92,339.35,240.4521,93056,32280,1.12,45.81,188.31,2691.52,2879.83,22.88,-650.45,2772.236,500,-0.01,0.04,2,0,1,0,0,0,0,0,1,0,Up to 1SD
01-04-2024,22453.3,-8.7,22326.9,22190.62857,271.3714286,73642.45224,0,31.535,95.6,237.7805,-15328,-134358,0.97,49.16,-522.3,1208.42,686.12,23.02,-567.051,2879.131,200,-0.15,0.14,3,0,1,0,0,0,0,0,1,0,Down to 1SD
02-04-2024,22434.65,-18.65,22462,22213.05714,240.2428571,57716.63041,0,42.995,109.45,228.614,3080,3063,0.90,53.50,-1622.69,1952.72,330.03,23.01,-814.176,3142.629,500,-0.07,-0.01,0,1,0,1,0,0,0,0,0,1,Down to 1SD
03-04-2024,22514.65,80,22453.3,22217.62381,217.0261905,47100.36735,0,37.895,173.1,224.7559,1560,2514,0.85,52.85,-2213.56,1102.41,-1111.15,22.99,-830.423,3026.782,500,-0.05,-0.02,0,2,0,1,0,0,0,0,0,1,Up to 1SD
04-04-2024,22513.7,-0.95,22434.65,22224.1119,290.5380952,84412.38478,0,69.72,287.05,231.262,-6398,-3394,1.02,67.48,-1136.47,-893.11,-2029.58,23.07,-1086.218,2192.523,500,0.17,0.08,1,0,1,0,0,0,0,0,1,0,Down to 1SD
05-04-2024,22666.3,152.6,22514.65,22229.25952,284.4404762,80906.3845,0,67.46,107.35,222.5579,-2471,-1882,0.90,63.79,1659.27,-3370.42,-1711.15,23.07,-660.372,1588.729,500,-0.12,0,0,1,0,1,0,0,0,0,0,1,Up to 1SD
08-04-2024,22642.75,-23.55,22513.7,22244.02143,422.2785714,178319.1919,0,65.435,145.35,219.7752,15598,22102,1.38,73.64,-684.68,3470.54,2785.86,23.23,-546.143,1614.896,500,0.48,0.16,1,0,1,0,0,0,0,0,1,0,Down to 1SD
09-04-2024,22753.8,111.05,22666.3,22252.05476,390.6952381,152642.7691,0,54.6,156.15,215.2305,19073,21139,1.08,71.72,-593.2,2257.18,1663.98,23.2,-274.487,1464.127,500,-0.30,-0.03,0,1,0,1,0,0,0,0,0,1,Up to 1SD
10-04-2024,22519.4,-234.4,22642.75,22264.44762,489.352381,239465.7527,0,74.91,101,209.3534,280,2749,1.21,88.24,2778.17,163.36,2941.53,23.32,2.317,978.023,500,0.13,0.12,1,0,1,0,0,0,0,0,1,0,Down to 1SD
12-04-2024,22272.3,-247.1,22753.8,22273.34048,246.0595238,60545.28926,0,39.575,220.75,212.2603,-10943,-4909,0.71,73.67,-8027,6341.53,-1685.47,23.08,-1017.415,1492.415,200,-0.50,-0.24,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
15-04-2024,22147.9,-124.4,22519.4,22270.32143,1.978571429,3.914744898,0,-5.46,167.9,215.6595,14734,25249,0.64,58.61,-3268,4762.93,1494.93,22.82,-1363.046,1699.556,500,-0.07,-0.26,0,2,0,1,0,0,0,1,0,0,Down 1SD to 2SD
16-04-2024,21995.85,-152.05,22272.3,22277.47381,-129.5738095,16789.37211,0,-31.41,121.5,214.0446,-11767,-5657,0.63,51.65,-4468.09,2040.38,-2427.71,22.68,-1757.625,1782.752,500,-0.01,-0.14,0,3,0,1,0,0,0,0,0,1,Down to 1SD
18-04-2024,22149.8,153.95,22147.9,22270.29286,-274.4428571,75318.88184,0,-45.745,364.55,224.3405,9110,38898,0.80,49.73,-4260.33,2285.52,-1974.81,22.53,-2021.389,1816.032,500,0.16,-0.15,0,4,0,1,0,0,0,0,0,1,Up to 1SD
19-04-2024,22336.4,186.6,21995.85,22276.31429,-126.5142857,16005.86449,0,-28.485,400.75,237.4619,-7308,9421,0.96,50.79,129.39,-52.5,76.89,22.68,-1787.094,1700.541,500,0.16,0.15,1,0,1,0,0,0,0,0,1,0,Up to 1SD
22-04-2024,22368,31.6,22149.8,22289.68095,46.71904762,2182.66941,1,-17.825,173.8,236.8325,-29708,-12533,1.07,50.29,-2915.23,3542.93,627.7,22.78,-1964.97,2144.145,600,0.10,0.1,2,0,1,0,0,0,0,0,1,0,Up to 1SD
23-04-2024,22402.4,34.4,22336.4,22315.89762,52.10238095,2714.658101,0,-14.57,98.5,227.8551,-16841,17894,1.00,46.92,-3044.54,2918.94,-125.6,22.54,-2435.351,2773.081,400,-0.06,-0.24,3,0,1,0,0,0,0,0,1,0,Up to 1SD
24-04-2024,22570.35,167.95,22368,22342.72143,59.67857143,3561.531888,0,-26.39,91.1,219.3262,-27351,9625,0.99,48.36,-2511.74,3809.9,1298.16,22.58,-2618.057,2807.017,500,-0.02,0.04,4,0,1,0,0,0,0,0,1,0,Up to 1SD
25-04-2024,22438,-132.35,22402.4,22369.3119,201.0380952,40416.31574,0,-7.24,318.6,226.5672,80368,40883,1.16,53.99,-2823.33,6167.56,3344.23,22.75,-2841.07,3198.055,400,0.17,0.17,5,0,1,0,0,0,0,0,1,0,Down to 1SD
26-04-2024,22643.4,205.4,22570.35,22385.5619,52.43809524,2749.753832,0,-31.58,228.6,227.1588,187017,76107,0.76,47.81,-3408.88,4357.13,948.25,22,-3459.775,3617.432,0,-0.40,-0.75,0,1,0,1,0,0,0,0,0,1,Up to 1SD
29-04-2024,22604.85,-38.55,22438,22415.97619,227.4238095,51721.58914,0,12.4,12.25,227.7796,13453,15330,1.13,53.31,169.09,692.05,861.14,22.2,-2640.166,3052.484,500,0.37,0.2,1,0,1,0,0,0,0,0,1,0,Down to 1SD
30-04-2024,22648.2,43.35,22643.4,22438.89048,165.9595238,27542.56354,0,33.255,209.35,226.8632,1590,4529,0.99,48.33,1071.23,1429.11,2500.34,22,-2206.243,2719.102,500,-0.13,-0.2,0,1,0,1,0,0,0,0,0,1,Up to 1SD
02-05-2024,22475.85,-172.35,22604.85,22454.19048,194.0095238,37639.69533,0,50.03,142.65,220.848,10879,11942,1.07,50.15,-964.47,1352.44,387.97,22.03,-1855.881,2650.308,0,0.08,0.03,1,0,1,0,0,0,0,0,1,0,Down to 1SD
